municipio_code,municipio_name,Periodo,Total
1001,Alegría-Dulantzi,2024,148.0
1001,Alegría-Dulantzi,2023,150.0
1001,Alegría-Dulantzi,2022,154.0
1001,Alegría-Dulantzi,2021,169.0
1001,Alegría-Dulantzi,2020,155.0
1001,Alegría-Dulantzi,2019,148.0
1001,Alegría-Dulantzi,2018,151.0
1001,Alegría-Dulantzi,2017,160.0
1001,Alegría-Dulantzi,2016,168.0
1001,Alegría-Dulantzi,2015,160.0
1001,Alegría-Dulantzi,2014,147.0
1001,Alegría-Dulantzi,2013,137.0
1001,Alegría-Dulantzi,2012,134.0
1002,Amurrio,2024,575.0
1002,Amurrio,2023,575.0
1002,Amurrio,2022,601.0
1002,Amurrio,2021,596.0
1002,Amurrio,2020,601.0
1002,Amurrio,2019,600.0
1002,Amurrio,2018,616.0
1002,Amurrio,2017,603.0
1002,Amurrio,2016,616.0
1002,Amurrio,2015,604.0
1002,Amurrio,2014,591.0
1002,Amurrio,2013,602.0
1002,Amurrio,2012,617.0
1003,Aramaio,2024,43.0
1003,Aramaio,2023,39.0
1003,Aramaio,2022,43.0
1003,Aramaio,2021,46.0
1003,Aramaio,2020,46.0
1003,Aramaio,2019,50.0
1003,Aramaio,2018,45.0
1003,Aramaio,2017,42.0
1003,Aramaio,2016,50.0
1003,Aramaio,2015,49.0
1003,Aramaio,2014,48.0
1003,Aramaio,2013,51.0
1003,Aramaio,2012,54.0
1004,Artziniega,2024,86.0
1004,Artziniega,2023,91.0
1004,Artziniega,2022,105.0
1004,Artziniega,2021,107.0
1004,Artziniega,2020,104.0
1004,Artziniega,2019,102.0
1004,Artziniega,2018,99.0
1004,Artziniega,2017,98.0
1004,Artziniega,2016,109.0
1004,Artziniega,2015,106.0
1004,Artziniega,2014,102.0
1004,Artziniega,2013,103.0
1004,Artziniega,2012,113.0
1006,Armiñón,2024,10.0
1006,Armiñón,2023,13.0
1006,Armiñón,2022,12.0
1006,Armiñón,2021,12.0
1006,Armiñón,2020,15.0
1006,Armiñón,2019,15.0
1006,Armiñón,2018,14.0
1006,Armiñón,2017,14.0
1006,Armiñón,2016,16.0
1006,Armiñón,2015,15.0
1006,Armiñón,2014,12.0
1006,Armiñón,2013,14.0
1006,Armiñón,2012,15.0
1008,Arratzua-Ubarrundia,2024,56.0
1008,Arratzua-Ubarrundia,2023,59.0
1008,Arratzua-Ubarrundia,2022,62.0
1008,Arratzua-Ubarrundia,2021,64.0
1008,Arratzua-Ubarrundia,2020,68.0
1008,Arratzua-Ubarrundia,2019,66.0
1008,Arratzua-Ubarrundia,2018,69.0
1008,Arratzua-Ubarrundia,2017,70.0
1008,Arratzua-Ubarrundia,2016,77.0
1008,Arratzua-Ubarrundia,2015,75.0
1008,Arratzua-Ubarrundia,2014,74.0
1008,Arratzua-Ubarrundia,2013,68.0
1008,Arratzua-Ubarrundia,2012,66.0
1009,Asparrena,2024,73.0
1009,Asparrena,2023,72.0
1009,Asparrena,2022,77.0
1009,Asparrena,2021,85.0
1009,Asparrena,2020,82.0
1009,Asparrena,2019,82.0
1009,Asparrena,2018,84.0
1009,Asparrena,2017,75.0
1009,Asparrena,2016,77.0
1009,Asparrena,2015,71.0
1009,Asparrena,2014,78.0
1009,Asparrena,2013,79.0
1009,Asparrena,2012,84.0
1010,Ayala/Aiara,2024,173.0
1010,Ayala/Aiara,2023,163.0
1010,Ayala/Aiara,2022,163.0
1010,Ayala/Aiara,2021,162.0
1010,Ayala/Aiara,2020,159.0
1010,Ayala/Aiara,2019,164.0
1010,Ayala/Aiara,2018,168.0
1010,Ayala/Aiara,2017,160.0
1010,Ayala/Aiara,2016,166.0
1010,Ayala/Aiara,2015,163.0
1010,Ayala/Aiara,2014,160.0
1010,Ayala/Aiara,2013,152.0
1010,Ayala/Aiara,2012,158.0
1011,Baños de Ebro/Mañueta,2024,30.0
1011,Baños de Ebro/Mañueta,2023,30.0
1011,Baños de Ebro/Mañueta,2022,35.0
1011,Baños de Ebro/Mañueta,2021,36.0
1011,Baños de Ebro/Mañueta,2020,38.0
1011,Baños de Ebro/Mañueta,2019,38.0
1011,Baños de Ebro/Mañueta,2018,35.0
1011,Baños de Ebro/Mañueta,2017,37.0
1011,Baños de Ebro/Mañueta,2016,39.0
1011,Baños de Ebro/Mañueta,2015,38.0
1011,Baños de Ebro/Mañueta,2014,44.0
1011,Baños de Ebro/Mañueta,2013,48.0
1011,Baños de Ebro/Mañueta,2012,49.0
1013,Barrundia,2024,64.0
1013,Barrundia,2023,66.0
1013,Barrundia,2022,67.0
1013,Barrundia,2021,66.0
1013,Barrundia,2020,59.0
1013,Barrundia,2019,61.0
1013,Barrundia,2018,67.0
1013,Barrundia,2017,63.0
1013,Barrundia,2016,66.0
1013,Barrundia,2015,62.0
1013,Barrundia,2014,54.0
1013,Barrundia,2013,56.0
1013,Barrundia,2012,57.0
1014,Berantevilla,2024,41.0
1014,Berantevilla,2023,38.0
1014,Berantevilla,2022,42.0
1014,Berantevilla,2021,42.0
1014,Berantevilla,2020,45.0
1014,Berantevilla,2019,45.0
1014,Berantevilla,2018,42.0
1014,Berantevilla,2017,40.0
1014,Berantevilla,2016,39.0
1014,Berantevilla,2015,36.0
1014,Berantevilla,2014,39.0
1014,Berantevilla,2013,38.0
1014,Berantevilla,2012,45.0
1016,Bernedo,2024,33.0
1016,Bernedo,2023,31.0
1016,Bernedo,2022,32.0
1016,Bernedo,2021,27.0
1016,Bernedo,2020,26.0
1016,Bernedo,2019,25.0
1016,Bernedo,2018,26.0
1016,Bernedo,2017,28.0
1016,Bernedo,2016,33.0
1016,Bernedo,2015,33.0
1016,Bernedo,2014,31.0
1016,Bernedo,2013,31.0
1016,Bernedo,2012,33.0
1017,Campezo/Kanpezu,2024,62.0
1017,Campezo/Kanpezu,2023,56.0
1017,Campezo/Kanpezu,2022,60.0
1017,Campezo/Kanpezu,2021,61.0
1017,Campezo/Kanpezu,2020,56.0
1017,Campezo/Kanpezu,2019,61.0
1017,Campezo/Kanpezu,2018,63.0
1017,Campezo/Kanpezu,2017,66.0
1017,Campezo/Kanpezu,2016,67.0
1017,Campezo/Kanpezu,2015,64.0
1017,Campezo/Kanpezu,2014,64.0
1017,Campezo/Kanpezu,2013,66.0
1017,Campezo/Kanpezu,2012,71.0
1018,Zigoitia,2024,133.0
1018,Zigoitia,2023,125.0
1018,Zigoitia,2022,134.0
1018,Zigoitia,2021,129.0
1018,Zigoitia,2020,127.0
1018,Zigoitia,2019,116.0
1018,Zigoitia,2018,111.0
1018,Zigoitia,2017,106.0
1018,Zigoitia,2016,111.0
1018,Zigoitia,2015,109.0
1018,Zigoitia,2014,100.0
1018,Zigoitia,2013,110.0
1018,Zigoitia,2012,95.0
1019,Kripan,2024,4.0
1019,Kripan,2023,4.0
1019,Kripan,2022,6.0
1019,Kripan,2021,5.0
1019,Kripan,2020,5.0
1019,Kripan,2019,4.0
1019,Kripan,2018,
1019,Kripan,2017,
1019,Kripan,2016,5.0
1019,Kripan,2015,5.0
1019,Kripan,2014,4.0
1019,Kripan,2013,5.0
1019,Kripan,2012,6.0
1020,Kuartango,2024,19.0
1020,Kuartango,2023,19.0
1020,Kuartango,2022,18.0
1020,Kuartango,2021,18.0
1020,Kuartango,2020,20.0
1020,Kuartango,2019,16.0
1020,Kuartango,2018,16.0
1020,Kuartango,2017,14.0
1020,Kuartango,2016,17.0
1020,Kuartango,2015,15.0
1020,Kuartango,2014,13.0
1020,Kuartango,2013,15.0
1020,Kuartango,2012,13.0
1021,Elburgo/Burgelu,2024,38.0
1021,Elburgo/Burgelu,2023,35.0
1021,Elburgo/Burgelu,2022,38.0
1021,Elburgo/Burgelu,2021,37.0
1021,Elburgo/Burgelu,2020,40.0
1021,Elburgo/Burgelu,2019,37.0
1021,Elburgo/Burgelu,2018,37.0
1021,Elburgo/Burgelu,2017,37.0
1021,Elburgo/Burgelu,2016,47.0
1021,Elburgo/Burgelu,2015,47.0
1021,Elburgo/Burgelu,2014,41.0
1021,Elburgo/Burgelu,2013,38.0
1021,Elburgo/Burgelu,2012,36.0
1022,Elciego,2024,65.0
1022,Elciego,2023,66.0
1022,Elciego,2022,74.0
1022,Elciego,2021,66.0
1022,Elciego,2020,63.0
1022,Elciego,2019,62.0
1022,Elciego,2018,73.0
1022,Elciego,2017,75.0
1022,Elciego,2016,80.0
1022,Elciego,2015,79.0
1022,Elciego,2014,79.0
1022,Elciego,2013,85.0
1022,Elciego,2012,84.0
1023,Elvillar/Bilar,2024,22.0
1023,Elvillar/Bilar,2023,23.0
1023,Elvillar/Bilar,2022,22.0
1023,Elvillar/Bilar,2021,23.0
1023,Elvillar/Bilar,2020,26.0
1023,Elvillar/Bilar,2019,28.0
1023,Elvillar/Bilar,2018,29.0
1023,Elvillar/Bilar,2017,28.0
1023,Elvillar/Bilar,2016,33.0
1023,Elvillar/Bilar,2015,33.0
1023,Elvillar/Bilar,2014,34.0
1023,Elvillar/Bilar,2013,32.0
1023,Elvillar/Bilar,2012,34.0
1027,Iruraiz-Gauna,2024,37.0
1027,Iruraiz-Gauna,2023,37.0
1027,Iruraiz-Gauna,2022,38.0
1027,Iruraiz-Gauna,2021,34.0
1027,Iruraiz-Gauna,2020,33.0
1027,Iruraiz-Gauna,2019,30.0
1027,Iruraiz-Gauna,2018,28.0
1027,Iruraiz-Gauna,2017,26.0
1027,Iruraiz-Gauna,2016,26.0
1027,Iruraiz-Gauna,2015,26.0
1027,Iruraiz-Gauna,2014,24.0
1027,Iruraiz-Gauna,2013,23.0
1027,Iruraiz-Gauna,2012,23.0
1028,Labastida/Bastida,2024,107.0
1028,Labastida/Bastida,2023,108.0
1028,Labastida/Bastida,2022,109.0
1028,Labastida/Bastida,2021,111.0
1028,Labastida/Bastida,2020,110.0
1028,Labastida/Bastida,2019,110.0
1028,Labastida/Bastida,2018,111.0
1028,Labastida/Bastida,2017,107.0
1028,Labastida/Bastida,2016,125.0
1028,Labastida/Bastida,2015,126.0
1028,Labastida/Bastida,2014,126.0
1028,Labastida/Bastida,2013,126.0
1028,Labastida/Bastida,2012,126.0
1030,Lagrán,2024,14.0
1030,Lagrán,2023,10.0
1030,Lagrán,2022,12.0
1030,Lagrán,2021,10.0
1030,Lagrán,2020,11.0
1030,Lagrán,2019,10.0
1030,Lagrán,2018,10.0
1030,Lagrán,2017,13.0
1030,Lagrán,2016,13.0
1030,Lagrán,2015,13.0
1030,Lagrán,2014,14.0
1030,Lagrán,2013,17.0
1030,Lagrán,2012,16.0
1031,Laguardia,2024,228.0
1031,Laguardia,2023,233.0
1031,Laguardia,2022,259.0
1031,Laguardia,2021,253.0
1031,Laguardia,2020,258.0
1031,Laguardia,2019,265.0
1031,Laguardia,2018,273.0
1031,Laguardia,2017,259.0
1031,Laguardia,2016,276.0
1031,Laguardia,2015,274.0
1031,Laguardia,2014,259.0
1031,Laguardia,2013,249.0
1031,Laguardia,2012,262.0
1032,Lanciego/Lantziego,2024,78.0
1032,Lanciego/Lantziego,2023,75.0
1032,Lanciego/Lantziego,2022,74.0
1032,Lanciego/Lantziego,2021,71.0
1032,Lanciego/Lantziego,2020,70.0
1032,Lanciego/Lantziego,2019,72.0
1032,Lanciego/Lantziego,2018,68.0
1032,Lanciego/Lantziego,2017,75.0
1032,Lanciego/Lantziego,2016,71.0
1032,Lanciego/Lantziego,2015,70.0
1032,Lanciego/Lantziego,2014,70.0
1032,Lanciego/Lantziego,2013,65.0
1032,Lanciego/Lantziego,2012,70.0
1033,Lapuebla de Labarca,2024,70.0
1033,Lapuebla de Labarca,2023,60.0
1033,Lapuebla de Labarca,2022,73.0
1033,Lapuebla de Labarca,2021,74.0
1033,Lapuebla de Labarca,2020,74.0
1033,Lapuebla de Labarca,2019,74.0
1033,Lapuebla de Labarca,2018,79.0
1033,Lapuebla de Labarca,2017,79.0
1033,Lapuebla de Labarca,2016,78.0
1033,Lapuebla de Labarca,2015,75.0
1033,Lapuebla de Labarca,2014,79.0
1033,Lapuebla de Labarca,2013,80.0
1033,Lapuebla de Labarca,2012,80.0
1034,Leza,2024,12.0
1034,Leza,2023,9.0
1034,Leza,2022,11.0
1034,Leza,2021,12.0
1034,Leza,2020,14.0
1034,Leza,2019,20.0
1034,Leza,2018,19.0
1034,Leza,2017,20.0
1034,Leza,2016,21.0
1034,Leza,2015,21.0
1034,Leza,2014,18.0
1034,Leza,2013,16.0
1034,Leza,2012,18.0
1036,Laudio/Llodio,2024,756.0
1036,Laudio/Llodio,2023,769.0
1036,Laudio/Llodio,2022,823.0
1036,Laudio/Llodio,2021,826.0
1036,Laudio/Llodio,2020,855.0
1036,Laudio/Llodio,2019,869.0
1036,Laudio/Llodio,2018,866.0
1036,Laudio/Llodio,2017,857.0
1036,Laudio/Llodio,2016,907.0
1036,Laudio/Llodio,2015,899.0
1036,Laudio/Llodio,2014,884.0
1036,Laudio/Llodio,2013,900.0
1036,Laudio/Llodio,2012,909.0
1037,Arraia-Maeztu,2024,44.0
1037,Arraia-Maeztu,2023,39.0
1037,Arraia-Maeztu,2022,46.0
1037,Arraia-Maeztu,2021,45.0
1037,Arraia-Maeztu,2020,39.0
1037,Arraia-Maeztu,2019,40.0
1037,Arraia-Maeztu,2018,44.0
1037,Arraia-Maeztu,2017,42.0
1037,Arraia-Maeztu,2016,42.0
1037,Arraia-Maeztu,2015,41.0
1037,Arraia-Maeztu,2014,44.0
1037,Arraia-Maeztu,2013,43.0
1037,Arraia-Maeztu,2012,42.0
1039,Moreda de Álava/Moreda Araba,2024,12.0
1039,Moreda de Álava/Moreda Araba,2023,13.0
1039,Moreda de Álava/Moreda Araba,2022,15.0
1039,Moreda de Álava/Moreda Araba,2021,16.0
1039,Moreda de Álava/Moreda Araba,2020,16.0
1039,Moreda de Álava/Moreda Araba,2019,13.0
1039,Moreda de Álava/Moreda Araba,2018,15.0
1039,Moreda de Álava/Moreda Araba,2017,17.0
1039,Moreda de Álava/Moreda Araba,2016,16.0
1039,Moreda de Álava/Moreda Araba,2015,13.0
1039,Moreda de Álava/Moreda Araba,2014,15.0
1039,Moreda de Álava/Moreda Araba,2013,13.0
1039,Moreda de Álava/Moreda Araba,2012,14.0
1041,Navaridas,2024,17.0
1041,Navaridas,2023,19.0
1041,Navaridas,2022,22.0
1041,Navaridas,2021,19.0
1041,Navaridas,2020,19.0
1041,Navaridas,2019,21.0
1041,Navaridas,2018,21.0
1041,Navaridas,2017,19.0
1041,Navaridas,2016,21.0
1041,Navaridas,2015,21.0
1041,Navaridas,2014,22.0
1041,Navaridas,2013,21.0
1041,Navaridas,2012,19.0
1042,Okondo,2024,66.0
1042,Okondo,2023,72.0
1042,Okondo,2022,78.0
1042,Okondo,2021,74.0
1042,Okondo,2020,73.0
1042,Okondo,2019,64.0
1042,Okondo,2018,72.0
1042,Okondo,2017,72.0
1042,Okondo,2016,76.0
1042,Okondo,2015,74.0
1042,Okondo,2014,70.0
1042,Okondo,2013,72.0
1042,Okondo,2012,71.0
1043,Oyón-Oion,2024,236.0
1043,Oyón-Oion,2023,229.0
1043,Oyón-Oion,2022,267.0
1043,Oyón-Oion,2021,250.0
1043,Oyón-Oion,2020,254.0
1043,Oyón-Oion,2019,261.0
1043,Oyón-Oion,2018,274.0
1043,Oyón-Oion,2017,265.0
1043,Oyón-Oion,2016,271.0
1043,Oyón-Oion,2015,271.0
1043,Oyón-Oion,2014,281.0
1043,Oyón-Oion,2013,278.0
1043,Oyón-Oion,2012,292.0
1044,Peñacerrada-Urizaharra,2024,17.0
1044,Peñacerrada-Urizaharra,2023,15.0
1044,Peñacerrada-Urizaharra,2022,18.0
1044,Peñacerrada-Urizaharra,2021,18.0
1044,Peñacerrada-Urizaharra,2020,18.0
1044,Peñacerrada-Urizaharra,2019,21.0
1044,Peñacerrada-Urizaharra,2018,22.0
1044,Peñacerrada-Urizaharra,2017,23.0
1044,Peñacerrada-Urizaharra,2016,23.0
1044,Peñacerrada-Urizaharra,2015,23.0
1044,Peñacerrada-Urizaharra,2014,21.0
1044,Peñacerrada-Urizaharra,2013,18.0
1044,Peñacerrada-Urizaharra,2012,18.0
1046,Erriberagoitia/Ribera Alta,2024,54.0
1046,Erriberagoitia/Ribera Alta,2023,54.0
1046,Erriberagoitia/Ribera Alta,2022,55.0
1046,Erriberagoitia/Ribera Alta,2021,60.0
1046,Erriberagoitia/Ribera Alta,2020,61.0
1046,Erriberagoitia/Ribera Alta,2019,59.0
1046,Erriberagoitia/Ribera Alta,2018,55.0
1046,Erriberagoitia/Ribera Alta,2017,51.0
1046,Erriberagoitia/Ribera Alta,2016,52.0
1046,Erriberagoitia/Ribera Alta,2015,52.0
1046,Erriberagoitia/Ribera Alta,2014,44.0
1046,Erriberagoitia/Ribera Alta,2013,48.0
1046,Erriberagoitia/Ribera Alta,2012,48.0
1047,Ribera Baja/Erriberabeitia,2024,62.0
1047,Ribera Baja/Erriberabeitia,2023,65.0
1047,Ribera Baja/Erriberabeitia,2022,65.0
1047,Ribera Baja/Erriberabeitia,2021,62.0
1047,Ribera Baja/Erriberabeitia,2020,58.0
1047,Ribera Baja/Erriberabeitia,2019,61.0
1047,Ribera Baja/Erriberabeitia,2018,68.0
1047,Ribera Baja/Erriberabeitia,2017,57.0
1047,Ribera Baja/Erriberabeitia,2016,59.0
1047,Ribera Baja/Erriberabeitia,2015,58.0
1047,Ribera Baja/Erriberabeitia,2014,50.0
1047,Ribera Baja/Erriberabeitia,2013,55.0
1047,Ribera Baja/Erriberabeitia,2012,48.0
1049,Añana,2024,12.0
1049,Añana,2023,15.0
1049,Añana,2022,16.0
1049,Añana,2021,14.0
1049,Añana,2020,14.0
1049,Añana,2019,13.0
1049,Añana,2018,10.0
1049,Añana,2017,9.0
1049,Añana,2016,12.0
1049,Añana,2015,11.0
1049,Añana,2014,10.0
1049,Añana,2013,7.0
1049,Añana,2012,9.0
1051,Agurain/Salvatierra,2024,225.0
1051,Agurain/Salvatierra,2023,221.0
1051,Agurain/Salvatierra,2022,227.0
1051,Agurain/Salvatierra,2021,222.0
1051,Agurain/Salvatierra,2020,233.0
1051,Agurain/Salvatierra,2019,242.0
1051,Agurain/Salvatierra,2018,244.0
1051,Agurain/Salvatierra,2017,232.0
1051,Agurain/Salvatierra,2016,258.0
1051,Agurain/Salvatierra,2015,250.0
1051,Agurain/Salvatierra,2014,242.0
1051,Agurain/Salvatierra,2013,247.0
1051,Agurain/Salvatierra,2012,259.0
1052,Samaniego,2024,21.0
1052,Samaniego,2023,25.0
1052,Samaniego,2022,25.0
1052,Samaniego,2021,25.0
1052,Samaniego,2020,28.0
1052,Samaniego,2019,32.0
1052,Samaniego,2018,33.0
1052,Samaniego,2017,28.0
1052,Samaniego,2016,26.0
1052,Samaniego,2015,26.0
1052,Samaniego,2014,28.0
1052,Samaniego,2013,32.0
1052,Samaniego,2012,29.0
1053,San Millán/Donemiliaga,2024,37.0
1053,San Millán/Donemiliaga,2023,37.0
1053,San Millán/Donemiliaga,2022,30.0
1053,San Millán/Donemiliaga,2021,27.0
1053,San Millán/Donemiliaga,2020,33.0
1053,San Millán/Donemiliaga,2019,28.0
1053,San Millán/Donemiliaga,2018,30.0
1053,San Millán/Donemiliaga,2017,34.0
1053,San Millán/Donemiliaga,2016,34.0
1053,San Millán/Donemiliaga,2015,36.0
1053,San Millán/Donemiliaga,2014,37.0
1053,San Millán/Donemiliaga,2013,35.0
1053,San Millán/Donemiliaga,2012,36.0
1054,Urkabustaiz,2024,72.0
1054,Urkabustaiz,2023,75.0
1054,Urkabustaiz,2022,88.0
1054,Urkabustaiz,2021,79.0
1054,Urkabustaiz,2020,70.0
1054,Urkabustaiz,2019,73.0
1054,Urkabustaiz,2018,66.0
1054,Urkabustaiz,2017,67.0
1054,Urkabustaiz,2016,69.0
1054,Urkabustaiz,2015,64.0
1054,Urkabustaiz,2014,63.0
1054,Urkabustaiz,2013,65.0
1054,Urkabustaiz,2012,66.0
1055,Valdegovía/Gaubea,2024,67.0
1055,Valdegovía/Gaubea,2023,59.0
1055,Valdegovía/Gaubea,2022,68.0
1055,Valdegovía/Gaubea,2021,66.0
1055,Valdegovía/Gaubea,2020,69.0
1055,Valdegovía/Gaubea,2019,66.0
1055,Valdegovía/Gaubea,2018,66.0
1055,Valdegovía/Gaubea,2017,60.0
1055,Valdegovía/Gaubea,2016,69.0
1055,Valdegovía/Gaubea,2015,68.0
1055,Valdegovía/Gaubea,2014,66.0
1055,Valdegovía/Gaubea,2013,66.0
1055,Valdegovía/Gaubea,2012,67.0
1056,Harana/Valle de Arana,2024,15.0
1056,Harana/Valle de Arana,2023,14.0
1056,Harana/Valle de Arana,2022,11.0
1056,Harana/Valle de Arana,2021,12.0
1056,Harana/Valle de Arana,2020,10.0
1056,Harana/Valle de Arana,2019,13.0
1056,Harana/Valle de Arana,2018,13.0
1056,Harana/Valle de Arana,2017,13.0
1056,Harana/Valle de Arana,2016,15.0
1056,Harana/Valle de Arana,2015,14.0
1056,Harana/Valle de Arana,2014,15.0
1056,Harana/Valle de Arana,2013,16.0
1056,Harana/Valle de Arana,2012,15.0
1057,Villabuena de Álava/Eskuernaga,2024,40.0
1057,Villabuena de Álava/Eskuernaga,2023,42.0
1057,Villabuena de Álava/Eskuernaga,2022,43.0
1057,Villabuena de Álava/Eskuernaga,2021,45.0
1057,Villabuena de Álava/Eskuernaga,2020,49.0
1057,Villabuena de Álava/Eskuernaga,2019,46.0
1057,Villabuena de Álava/Eskuernaga,2018,47.0
1057,Villabuena de Álava/Eskuernaga,2017,48.0
1057,Villabuena de Álava/Eskuernaga,2016,50.0
1057,Villabuena de Álava/Eskuernaga,2015,50.0
1057,Villabuena de Álava/Eskuernaga,2014,51.0
1057,Villabuena de Álava/Eskuernaga,2013,47.0
1057,Villabuena de Álava/Eskuernaga,2012,50.0
1058,Legutio,2024,203.0
1058,Legutio,2023,197.0
1058,Legutio,2022,214.0
1058,Legutio,2021,211.0
1058,Legutio,2020,221.0
1058,Legutio,2019,220.0
1058,Legutio,2018,240.0
1058,Legutio,2017,235.0
1058,Legutio,2016,260.0
1058,Legutio,2015,258.0
1058,Legutio,2014,271.0
1058,Legutio,2013,272.0
1058,Legutio,2012,292.0
1059,Vitoria-Gasteiz,2024,13.101
1059,Vitoria-Gasteiz,2023,13.032
1059,Vitoria-Gasteiz,2022,13.846
1059,Vitoria-Gasteiz,2021,13.765
1059,Vitoria-Gasteiz,2020,13.943
1059,Vitoria-Gasteiz,2019,13.761
1059,Vitoria-Gasteiz,2018,14.164
1059,Vitoria-Gasteiz,2017,13.657
1059,Vitoria-Gasteiz,2016,14.889
1059,Vitoria-Gasteiz,2015,14.497
1059,Vitoria-Gasteiz,2014,14.685
1059,Vitoria-Gasteiz,2013,15.126
1059,Vitoria-Gasteiz,2012,15.543
1060,Yécora/Iekora,2024,15.0
1060,Yécora/Iekora,2023,14.0
1060,Yécora/Iekora,2022,13.0
1060,Yécora/Iekora,2021,14.0
1060,Yécora/Iekora,2020,14.0
1060,Yécora/Iekora,2019,15.0
1060,Yécora/Iekora,2018,14.0
1060,Yécora/Iekora,2017,13.0
1060,Yécora/Iekora,2016,16.0
1060,Yécora/Iekora,2015,15.0
1060,Yécora/Iekora,2014,14.0
1060,Yécora/Iekora,2013,14.0
1060,Yécora/Iekora,2012,22.0
1061,Zalduondo,2024,11.0
1061,Zalduondo,2023,10.0
1061,Zalduondo,2022,12.0
1061,Zalduondo,2021,12.0
1061,Zalduondo,2020,13.0
1061,Zalduondo,2019,13.0
1061,Zalduondo,2018,11.0
1061,Zalduondo,2017,11.0
1061,Zalduondo,2016,12.0
1061,Zalduondo,2015,12.0
1061,Zalduondo,2014,13.0
1061,Zalduondo,2013,12.0
1061,Zalduondo,2012,9.0
1062,Zambrana,2024,18.0
1062,Zambrana,2023,22.0
1062,Zambrana,2022,23.0
1062,Zambrana,2021,23.0
1062,Zambrana,2020,24.0
1062,Zambrana,2019,20.0
1062,Zambrana,2018,21.0
1062,Zambrana,2017,22.0
1062,Zambrana,2016,18.0
1062,Zambrana,2015,18.0
1062,Zambrana,2014,17.0
1062,Zambrana,2013,18.0
1062,Zambrana,2012,21.0
1063,Zuia,2024,140.0
1063,Zuia,2023,145.0
1063,Zuia,2022,161.0
1063,Zuia,2021,152.0
1063,Zuia,2020,159.0
1063,Zuia,2019,160.0
1063,Zuia,2018,150.0
1063,Zuia,2017,144.0
1063,Zuia,2016,156.0
1063,Zuia,2015,154.0
1063,Zuia,2014,146.0
1063,Zuia,2013,151.0
1063,Zuia,2012,148.0
1901,Iruña Oka/Iruña de Oca,2024,212.0
1901,Iruña Oka/Iruña de Oca,2023,205.0
1901,Iruña Oka/Iruña de Oca,2022,220.0
1901,Iruña Oka/Iruña de Oca,2021,209.0
1901,Iruña Oka/Iruña de Oca,2020,206.0
1901,Iruña Oka/Iruña de Oca,2019,201.0
1901,Iruña Oka/Iruña de Oca,2018,200.0
1901,Iruña Oka/Iruña de Oca,2017,189.0
1901,Iruña Oka/Iruña de Oca,2016,196.0
1901,Iruña Oka/Iruña de Oca,2015,193.0
1901,Iruña Oka/Iruña de Oca,2014,196.0
1901,Iruña Oka/Iruña de Oca,2013,195.0
1901,Iruña Oka/Iruña de Oca,2012,195.0
1902,Lantarón,2024,61.0
1902,Lantarón,2023,54.0
1902,Lantarón,2022,64.0
1902,Lantarón,2021,66.0
1902,Lantarón,2020,67.0
1902,Lantarón,2019,65.0
1902,Lantarón,2018,65.0
1902,Lantarón,2017,55.0
1902,Lantarón,2016,61.0
1902,Lantarón,2015,61.0
1902,Lantarón,2014,62.0
1902,Lantarón,2013,64.0
1902,Lantarón,2012,63.0
2001,Abengibre,2024,44.0
2001,Abengibre,2023,45.0
2001,Abengibre,2022,45.0
2001,Abengibre,2021,50.0
2001,Abengibre,2020,51.0
2001,Abengibre,2019,60.0
2001,Abengibre,2018,62.0
2001,Abengibre,2017,55.0
2001,Abengibre,2016,59.0
2001,Abengibre,2015,59.0
2001,Abengibre,2014,55.0
2001,Abengibre,2013,50.0
2001,Abengibre,2012,53.0
2002,Alatoz,2024,28.0
2002,Alatoz,2023,23.0
2002,Alatoz,2022,32.0
2002,Alatoz,2021,29.0
2002,Alatoz,2020,27.0
2002,Alatoz,2019,26.0
2002,Alatoz,2018,26.0
2002,Alatoz,2017,27.0
2002,Alatoz,2016,26.0
2002,Alatoz,2015,29.0
2002,Alatoz,2014,27.0
2002,Alatoz,2013,26.0
2002,Alatoz,2012,29.0
2003,Albacete,2024,11.492
2003,Albacete,2023,11.505
2003,Albacete,2022,12.422
2003,Albacete,2021,12.356
2003,Albacete,2020,12.449
2003,Albacete,2019,12.419
2003,Albacete,2018,12.367
2003,Albacete,2017,12.438
2003,Albacete,2016,12.367
2003,Albacete,2015,12.298
2003,Albacete,2014,11.954
2003,Albacete,2013,11.837
2003,Albacete,2012,11.989
2004,Albatana,2024,31.0
2004,Albatana,2023,32.0
2004,Albatana,2022,31.0
2004,Albatana,2021,32.0
2004,Albatana,2020,30.0
2004,Albatana,2019,31.0
2004,Albatana,2018,29.0
2004,Albatana,2017,32.0
2004,Albatana,2016,32.0
2004,Albatana,2015,30.0
2004,Albatana,2014,34.0
2004,Albatana,2013,33.0
2004,Albatana,2012,39.0
2005,Alborea,2024,48.0
2005,Alborea,2023,54.0
2005,Alborea,2022,56.0
2005,Alborea,2021,57.0
2005,Alborea,2020,54.0
2005,Alborea,2019,51.0
2005,Alborea,2018,58.0
2005,Alborea,2017,56.0
2005,Alborea,2016,56.0
2005,Alborea,2015,53.0
2005,Alborea,2014,50.0
2005,Alborea,2013,49.0
2005,Alborea,2012,54.0
2006,Alcadozo,2024,25.0
2006,Alcadozo,2023,26.0
2006,Alcadozo,2022,28.0
2006,Alcadozo,2021,28.0
