month;metric_value;municipality_id;municipality_name;policy_scenario;metric_name
2014-01-01;0,0506;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-02-01;0,0447;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-03-01;0,0168;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-04-01;0,0169;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-05-01;0,0169;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-06-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-07-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-08-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-09-01;0,0057;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-10-01;0,0057;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-11-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2014-12-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-01-01;0,0056;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-02-01;0,0113;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-03-01;0,0113;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-04-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-05-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-06-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-07-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-08-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-09-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-10-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-11-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2015-12-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-01-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-02-01;0,0056;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-03-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-04-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-05-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-06-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-07-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-08-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-09-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-10-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-11-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2016-12-01;0,0056;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-01-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-02-01;0,0056;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-03-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-04-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-05-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-06-01;0,0056;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-07-01;0,0056;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-08-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-09-01;0,0056;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-10-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-11-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2017-12-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-01-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-02-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-03-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-04-01;0,0056;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-05-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-06-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-07-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-08-01;0,0057;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-09-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-10-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-11-01;0,0057;10201;Valdemorales;Pol:All (C0);regional_unemployment
2018-12-01;0,0057;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-01-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-02-01;0,0171;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-03-01;0,0057;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-04-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-05-01;0,0172;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-06-01;0,0116;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-07-01;0,0058;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-08-01;0,0058;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-09-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-10-01;0,0116;10201;Valdemorales;Pol:All (C0);regional_unemployment
2019-11-01;0,0;10201;Valdemorales;Pol:All (C0);regional_unemployment
